"stand.age","anf","anf.se","snf","snf.se","snf.gmn","snf.se.hi","snf.se.lo","snf.anf.ratio","anf.snf.ratio","prop.snf","snfg.anf.ratio","anf.snfg.ratio","prop.snfg"
19,2.2333582467991,0.323355003822279,11.835075439983,4.33960778289482,3.85666790058522,5.18264093938094,2.86994361935887,5.29922839604677,0.188706718273551,0.841250398123749,1.72684696067578,0.579090112078411,0.633276082442054
29,3.38875743928012,0.741610543139475,8.2063321198852,4.25243941012725,7.60466338041921,9.70324429357129,5.95995559627451,2.42163455689189,0.412944222799446,0.707742021138467,2.24408607481646,0.445615705753081,0.691746773378516
37,8.6525441569133,1.48106977420536,1.83540638185763,0.994581842623106,0.969502969811662,1.71534725152922,0.547956693687348,0.212123318710967,4.71423889686816,0.17500143379516,0.112048312291713,8.92472166288894,0.100758493181653
100,2.82433662417397,0.477738275537337,2.33132347332409,1.17078104219855,0.557509007903779,1.28304310427985,0.242249300009537,0.82544107999376,1.21147350699769,0.452187194119999,0.197394674250925,5.06599280753043,0.164853476047413
