"core.id.mrg","X","core.id","Sample.Tree","plot","core.x","core.y","soil.mass","dry.mass","sample.id","soil.dry.mass.conv","nh.con","no.con","nh","no","n.tot","nod.num","nod.bio","NCI","age","nod.size.mg","nod.bio.m2","Nfix.rate","Nfix.rate.se","Nfixd.g.m2","Nfixd.kg.ha","fixNCI","tr.DAP","tr.height","tr.NCI","tr.fixNCI","tr.nh","tr.RH","subplot.ID","tr.Growth","hasnods","logsnf"
"JE _T_ 10.3",66,"JE_T_10.3","JE _ 10","JE",21.56664105,100.6680886,5.06,2.75063953406,10.3,0.543604651,2701.1645,443.1303,29.4603978444209,4.83302476947167,34.2934226138925,0,0,2218.094893,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1055.517524,7.2,10.32139505,2161.873079,822.1991019,11.90055252,0.867303853,"JE 49",0.0139862419747399,"0",0
"JE _T_ 11.1",67,"JE_T_11.1","JE _ 11","JE",36.83641705,115.0898235,4.96,2.8628736096,11.1,0.57719226,1996.2805,515.38475,20.9189867129229,5.40070733411116,26.3196940470341,1,0.0528,3225.974982,19,52.8,10.5042262440651,0.4300514697468,0.0553590374818011,4.5173579348131,45.173579348131,2951.313614,6,9.447215541,2674.203574,2467.556047,14.38392072,0.656790018,"JE 57",0,"1",3.8324077589229
"JE _T_ 11.2",68,"JE_T_11.2","JE _ 11","JE",39.00764673,114.2654988,5.06,2.9205928356,11.2,0.57719226,1898.603,229.5083,19.502235746702,2.35748335614386,21.8597191028458,0,0,1981.682408,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1732.321312,6,9.447215541,2674.203574,2467.556047,14.38392072,0.656790018,"JE 57",0,"0",0
"JE _T_ 11.3",69,"JE_T_11.3","JE _ 11","JE",37.79012328,114.3302206,4.98,2.8744174548,11.3,0.57719226,3951.259,109.99015,41.2388847006385,1.14795590824493,42.3868406088834,0,0,2062.341618,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1785.230259,6,9.447215541,2674.203574,2467.556047,14.38392072,0.656790018,"JE 57",0,"0",0
"JE _T_ 12.1",70,"JE_T_12.1","JE _ 12","JE",41.07903946,118.1150104,5.03,3.04233060294,12.1,0.604837098,2353.854,140.45145,23.2110277337248,1.3849722630171,24.5959999967419,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,18.5,16.31827937,1812.525048,1501.854236,14.5606749,1.120708997,"JE 57",0.00542006746933898,"0",0
"JE _T_ 12.2",71,"JE_T_12.2","JE _ 12","JE",40.33216558,117.1513032,5.11,3.09071757078,12.2,0.604837098,2618.8905,27.47065,25.420218185828,0.266643418923593,25.6868616047516,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,18.5,16.31827937,1812.525048,1501.854236,14.5606749,1.120708997,"JE 57",0.00542006746933898,"0",0
"JE _T_ 12.3",72,"JE_T_12.3","JE _ 12","JE",41.12759077,119.3332859,5.03,3.04233060294,12.3,0.604837098,2425.1005,140.1291,23.9135795858918,1.3817936143881,25.2953732002799,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,18.5,16.31827937,1812.525048,1501.854236,14.5606749,1.120708997,"JE 57",0.00542006746933898,"0",0
"JE _T_ 13.1",73,"JE_T_13.1","JE _ 13","JE",22.89522734,118.9235919,5.07,2.99747681142,13.1,0.591218306,1449.145,36.6539,14.5036484800711,0.366847541842726,14.8704960219138,0,0,3313.82088,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2533.070584,30.1,20.66737807,4254.258718,3153.371738,15.11508844,1.367334247,"JE 58",0.0372293417683558,"0",0
"JE _T_ 13.2",74,"JE_T_13.2","JE _ 13","JE",23.98281419,119.4746881,5,2.95609153,13.2,0.591218306,1580.778,266.255,16.0425817396798,2.70209833455326,18.744680074233,1,0.0617,3033.115305,19,61.7,12.2748249859624,0.4300514697468,0.0553590374818011,5.27880652609789,52.7880652609789,2357.97128,30.1,20.66737807,4254.258718,3153.371738,15.11508844,1.367334247,"JE 58",0.0372293417683558,"1",3.98505160726086
"JE _T_ 13.3",75,"JE_T_13.3","JE _ 13","JE",22.32970748,117.8434347,4.99,2.95017934694,13.3,0.591218306,1513.772,180.23845,15.3933556775467,1.83282196236932,17.2261776399161,0,0,3232.162987,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2362.141189,30.1,20.66737807,4254.258718,3153.371738,15.11508844,1.367334247,"JE 58",0.0372293417683558,"0",0
"JE _T_ 14.1",76,"JE_T_14.1","JE _ 14","JE",20.31177466,116.1080581,5.01,2.94555959547,14.1,0.587936047,1454.7945,6.1925,14.8168229449916,0.0630695098770722,14.8798924548686,0,0,2282.597594,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1400.743098,16.8,15.57235632,2648.820645,1793.35421,14.89641951,1.04537579,"JE 58",0.0119761910467155,"0",0
"JE _T_ 14.2",77,"JE_T_14.2","JE _ 14","JE",19.43640233,116.9567486,5.02,2.95143895594,14.2,0.587936047,1445.5765,57.31935,14.6936106920727,0.582624450537664,15.2762351426104,0,0,2271.641541,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1409.737931,16.8,15.57235632,2648.820645,1793.35421,14.89641951,1.04537579,"JE 58",0.0119761910467155,"0",0
"JE _T_ 14.3",78,"JE_T_14.3","JE _ 14","JE",19.21645001,118.1559872,5.01,2.94555959547,14.3,0.587936047,1573.5425,43.0951,16.0262501809839,0.438915920081294,16.4651661010652,0,0,2467.708487,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1632.029407,16.8,15.57235632,2648.820645,1793.35421,14.89641951,1.04537579,"JE 58",0.0119761910467155,"0",0
"JE _T_ 15.1",79,"JE_T_15.1","JE _ 15","JE",23.22443673,129.1935025,4.95,2.8340511804,15.1,0.572535592,1692.8845,360.4572,17.9201192099967,3.81563892522003,21.7357581352168,0,0,1511.3993,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1156.380359,12.8,13.64674028,1866.363453,1552.006359,14.3423149,0.951501928,"JE 63",0.0157483569681394,"0",0
"JE _T_ 15.2",80,"JE_T_15.2","JE _ 15","JE",24.43890934,129.3012454,4.96,2.83977653632,15.2,0.572535592,1489.388,222.77705,15.7342098677602,2.35346387806301,18.0876737458232,0,0,1359.320036,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1064.73192,12.8,13.64674028,1866.363453,1552.006359,14.3423149,0.951501928,"JE 63",0.0157483569681394,"0",0
"JE _T_ 15.3",81,"JE_T_15.3","JE _ 15","JE",25.49026653,128.6838312,5,2.86267796,15.3,0.572535592,1882.716,91.0893,19.7302947761543,0.954588339374367,20.6848831155286,0,0,2454.132081,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2269.514508,12.8,13.64674028,1866.363453,1552.006359,14.3423149,0.951501928,"JE 63",0.0157483569681394,"0",0
"JE _T_ 16.1",82,"JE_T_16.1","JE _ 16","JE",14.59324236,127.0239896,4.97,2.97584880495,16.1,0.598762335,1796.7815,0,18.1136369933639,0,18.1136369933639,0,0,1956.908561,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1079.771379,11.7,13.06431443,1631.075115,635.7216781,14.84798261,0.879871345,"JE 62",0.0436750635026617,"0",0
"JE _T_ 16.2",83,"JE_T_16.2","JE _ 16","JE",13.37519212,126.9700838,4.92,2.9459106882,16.2,0.598762335,1454.101,4.17965,14.8079947483589,0.0425639176714536,14.8505586660304,0,0,1677.825454,19,NA,0,0.4300514697468,0.0553590374818011,0,0,838.1242025,11.7,13.06431443,1631.075115,635.7216781,14.84798261,0.879871345,"JE 62",0.0436750635026617,"0",0
"JE _T_ 16.3",84,"JE_T_16.3","JE _ 16","JE",15.55365736,127.7750923,4.94,2.9578859349,16.3,0.598762335,2405.667,0.6137,24.3991863068377,0.00622437795276999,24.4054106847905,0,0,1983.436636,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1069.027647,11.7,13.06431443,1631.075115,635.7216781,14.84798261,0.879871345,"JE 62",0.0436750635026617,"0",0
"JE _T_ 17.1",85,"JE_T_17.1","JE _ 17","JE",35.49293835,122.7679189,5.15,2.75203428335,17.1,0.534375589,1682.1795,83.35245,18.3374841314002,0.908627307126457,19.2461114385267,0,0,1822.444956,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1481.492097,22.6,17.98346788,1423.500694,912.0171497,13.72034878,1.310715067,"JE 64",0.0269074529199242,"0",0
"JE _T_ 17.2",86,"JE_T_17.2","JE _ 17","JE",35.22010805,121.5795941,5,2.671877945,17.2,0.534375589,1484.333,158.63375,16.666176717889,1.78114891397107,18.44732563186,0,0,1733.968265,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1427.686175,22.6,17.98346788,1423.500694,912.0171497,13.72034878,1.310715067,"JE 64",0.0269074529199242,"0",0
"JE _T_ 17.3",87,"JE_T_17.3","JE _ 17","JE",35.0251169,123.8938386,4.97,2.65584667733,17.3,0.534375589,1422.4815,58.12455,16.0681131799754,0.656565198166119,16.7246783781415,0,0,1718.877525,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1368.414132,22.6,17.98346788,1423.500694,912.0171497,13.72034878,1.310715067,"JE 64",0.0269074529199242,"0",0
"JE _T_ 18.1",88,"JE_T_18.1","JE _ 18","JE",29.60343572,121.7848574,4.98,2.95245208272,18.1,0.592861864,1584.9415,40.0087,16.1046627236691,0.406530221785763,16.5111929454549,0,0,1777.666271,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1388.958998,10.8,12.56646419,1756.291731,1423.020205,14.0260059,0.895940318,"JE 64",0,"0",0
"JE _T_ 18.2",89,"JE_T_18.2","JE _ 18","JE",30.32445876,122.7680553,5.02,2.97616655728,18.2,0.592861864,1609.623,42.69255,16.225130237379,0.430344362571743,16.6554745999508,0,0,1584.014495,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1271.984324,10.8,12.56646419,1756.291731,1423.020205,14.0260059,0.895940318,"JE 64",0,"0",0
"JE _T_ 18.3",90,"JE_T_18.3","JE _ 18","JE",31.48235767,123.1499222,5.12,3.03545274368,18.3,0.592861864,1159.1155,146.01975,11.4557754431857,1.44314303990423,12.8989184830899,0,0,1613.486154,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1329.475261,10.8,12.56646419,1756.291731,1423.020205,14.0260059,0.895940318,"JE 64",0,"0",0
"JE _T_ 19.1",91,"JE_T_19.1","JE _ 19","JE",40.59559456,130.5173261,5.12,3.03480764928,19.1,0.592735869,2015.624,163.33035,19.9250585170846,1.61457036697614,21.5396288840608,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,10,12.10568049,4268.603027,3533.729805,15.24441439,0.794105971,"JE 67",0,"0",0
"JE _T_ 19.2",92,"JE_T_19.2","JE _ 19","JE",40.14774318,129.3833149,5.11,3.02888029059,19.2,0.592735869,1590.1945,0,15.7503203900829,0,15.7503203900829,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,10,12.10568049,4268.603027,3533.729805,15.24441439,0.794105971,"JE 67",0,"0",0
"JE _T_ 19.3",93,"JE_T_19.3","JE _ 19","JE",40.30180705,131.700644,5.09,3.01702557321,19.3,0.592735869,1195.394,0,11.8864819438187,0,11.8864819438187,0,0,NA,19,NA,0,0.4300514697468,0.0553590374818011,0,0,NA,10,12.10568049,4268.603027,3533.729805,15.24441439,0.794105971,"JE 67",0,"0",0
"JE _T_ 2.1",94,"JE_T_2.1","JE _ 2","JE",23.09022632,56.51612388,4.96,2.77632043408,2.1,0.559742023,4656.904,0,50.3209637781942,0,50.3209637781942,0,0,1064.34378,19,NA,0,0.4300514697468,0.0553590374818011,0,0,115.3319995,7.3,10.39073152,1039.32518,118.9256224,13.87352902,0.748960953,"JE 28",0.116072171252754,"0",0
"JE _T_ 2.2",95,"JE_T_2.2","JE _ 2","JE",22.03885052,55.89874137,4.98,2.78751527454,2.2,0.559742023,2817.389,0,30.3215091848951,0,30.3215091848951,0,0,1196.068057,19,NA,0,0.4300514697468,0.0553590374818011,0,0,119.4869136,7.3,10.39073152,1039.32518,118.9256224,13.87352902,0.748960953,"JE 28",0.116072171252754,"0",0
"JE _T_ 2.3",96,"JE_T_2.3","JE _ 2","JE",20.82438116,56.00652084,4.93,2.75952817339,2.3,0.559742023,1797.061,0,19.5366115555077,0,19.5366115555077,0,0,1252.019774,19,NA,0,0.4300514697468,0.0553590374818011,0,0,198.0818199,7.3,10.39073152,1039.32518,118.9256224,13.87352902,0.748960953,"JE 28",0.116072171252754,"0",0
"JE _T_ 20.1",97,"JE_T_20.1","JE _ 20","JE",24.60894396,146.8819766,4.99,2.77572934614,20.1,0.556258386,1617.9485,234.98845,17.4867391402908,2.53974816017398,20.0264873004647,0,0,2440.085941,19,NA,0,0.4300514697468,0.0553590374818011,0,0,216.3200002,20.8,17.27337295,1740.69522,0,13.19696435,1.30888987,"JE 73",0.00481928643594909,"0",0
"JE _T_ 20.2",98,"JE_T_20.2","JE _ 20","JE",25.46195778,144.7218569,5.02,2.79241709772,20.2,0.556258386,1407.91,0,15.1257131445322,0,15.1257131445322,0,0,2475.389375,19,NA,0,0.4300514697468,0.0553590374818011,0,0,216.3199963,20.8,17.27337295,1740.69522,0,13.19696435,1.30888987,"JE 73",0.00481928643594909,"0",0
"JE _T_ 20.3",99,"JE_T_20.3","JE _ 20","JE",24.6897881,145.6654173,5.05,2.8091048493,20.3,0.556258386,1455.092,81.4738,15.5397403592386,0.870104225767533,16.4098445850061,0,0,5747.879871,19,NA,0,0.4300514697468,0.0553590374818011,0,0,216.3199985,20.8,17.27337295,1740.69522,0,13.19696435,1.30888987,"JE 73",0.00481928643594909,"0",0
"JE _T_ 3.1",100,"JE_T_3.1","JE _ 3","JE",34.056898,67.30644022,5.05,2.64360550695,3.1,0.523486239,3045.873,5.87375,34.5649870072419,0.066656125332142,34.6316431325741,0,0,2275.455514,19,NA,0,0.4300514697468,0.0553590374818011,0,0,154.920472,14.9,14.69108332,2683.075345,52.26395369,11.8818261,1.23643312,"JE 34",0.175632568643158,"0",0
"JE _T_ 3.2",101,"JE_T_3.2","JE _ 3","JE",35.24150447,67.59498784,4.99,2.61219633261,3.2,0.523486239,2842.0465,0,32.6397345925412,0,32.6397345925412,0,0,2094.002697,19,NA,0,0.4300514697468,0.0553590374818011,0,0,144.4683606,14.9,14.69108332,2683.075345,52.26395369,11.8818261,1.23643312,"JE 34",0.175632568643158,"0",0
"JE _T_ 3.3",102,"JE_T_3.3","JE _ 3","JE",36.3735225,67.14212206,5,2.617431195,3.3,0.523486239,2729.787,0,31.2877794673032,0,31.2877794673032,0,0,2084.227163,19,NA,0,0.4300514697468,0.0553590374818011,0,0,144.3852096,14.9,14.69108332,2683.075345,52.26395369,11.8818261,1.23643312,"JE 34",0.175632568643158,"0",0
"JE _T_ 4.1",103,"JE_T_4.1","JE _ 4","JE",30.16790429,75.7577348,5.16,3.07951926444,4.1,0.596806059,3260.851,0,31.7664939231316,0,31.7664939231316,0,0,1211.007481,19,NA,0,0.4300514697468,0.0553590374818011,0,0,194.0681505,8.2,10.99396756,937.9988877,236.6683391,12.06570423,0.911174959,"JE 37",0.0372713947972314,"0",0
"JE _T_ 4.2",104,"JE_T_4.2","JE _ 4","JE",29.3388177,76.65169658,5,2.984030295,4.2,0.596806059,2648.6285,1.164,26.6280322733788,0.0117022940613276,26.6397345674401,0,0,1229.041803,19,NA,0,0.4300514697468,0.0553590374818011,0,0,193.1926053,8.2,10.99396756,937.9988877,236.6683391,12.06570423,0.911174959,"JE 37",0.0372713947972314,"0",0
"JE _T_ 4.3",105,"JE_T_4.3","JE _ 4","JE",31.36197502,75.51126508,5.02,2.99596641618,4.3,0.596806059,4702.0065,79.69005,47.0833699063484,0.797973397528354,47.8813433038768,0,0,1211.198723,19,NA,0,0.4300514697468,0.0553590374818011,0,0,209.5914164,8.2,10.99396756,937.9988877,236.6683391,12.06570423,0.911174959,"JE 37",0.0372713947972314,"0",0
"JE _T_ 5.1",106,"JE_T_5.1","JE _ 5","JE",26.58965358,70.65317141,4.82,2.70648102452,5.1,0.561510586,3106.835,0,34.4377252807564,0,34.4377252807564,0,0,1333.985192,19,NA,0,0.4300514697468,0.0553590374818011,0,0,103.3245282,8.6,11.25109406,1264.759029,41.41024525,12.66807743,0.888145349,"JE 38",0.0116960397631911,"0",0
"JE _T_ 5.2",107,"JE_T_5.2","JE _ 5","JE",26.33790168,69.46020317,5.03,2.82439824758,5.2,0.561510586,2860.137,0,30.3796074344398,0,30.3796074344398,0,0,984.62601,19,NA,0,0.4300514697468,0.0553590374818011,0,0,111.5528325,8.6,11.25109406,1264.759029,41.41024525,12.66807743,0.888145349,"JE 38",0.0116960397631911,"0",0
"JE _T_ 5.3",108,"JE_T_5.3","JE _ 5","JE",25.44027936,68.63508111,4.92,2.76263208312,5.3,0.561510586,2459.7945,0,26.7114233020346,0,26.7114233020346,0,0,1052.137535,19,NA,0,0.4300514697468,0.0553590374818011,0,0,87.33489921,8.6,11.25109406,1264.759029,41.41024525,12.66807743,0.888145349,"JE 38",0.0116960397631911,"0",0
"JE _T_ 6.1",109,"JE_T_6.1","JE _ 6","JE",11.87679742,76.29217034,5.13,3.07877919057,6.1,0.600151889,2910.567,0,28.3609198956013,0,28.3609198956013,0,0,770.5357203,19,NA,0,0.4300514697468,0.0553590374818011,0,0,80.15947885,8.1,10.92868316,825.5959828,18.84530912,12.67006885,0.862559098,"JE 39",0.0637158143861081,"0",0
"JE _T_ 6.2",110,"JE_T_6.2","JE _ 6","JE",13.00062148,75.81933662,4.97,2.98275488833,6.2,0.600151889,2511.2155,0,25.2573435701181,0,25.2573435701181,0,0,884.4311936,19,NA,0,0.4300514697468,0.0553590374818011,0,0,75.42618715,8.1,10.92868316,825.5959828,18.84530912,12.67006885,0.862559098,"JE 39",0.0637158143861081,"0",0
"JE _T_ 6.3",111,"JE_T_6.3","JE _ 6","JE",10.68726872,76.02463774,4.98,2.98875640722,6.3,0.600151889,2786.5365,0,27.9701934885209,0,27.9701934885209,0,0,852.0478489,19,NA,0,0.4300514697468,0.0553590374818011,0,0,79.21360154,8.1,10.92868316,825.5959828,18.84530912,12.67006885,0.862559098,"JE 39",0.0637158143861081,"0",0
"JE _T_ 7.1",112,"JE_T_7.1","JE _ 7","JE",29.88215145,90.81732437,4.97,2.89741799039,7.1,0.582981487,2846.507,68.56925,29.4728652487264,0.709969188713124,30.1828344374395,0,0,2819.255319,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1107.094748,27.2,19.67564387,2513.270869,665.0491688,13.17130655,1.49382628,"JE 47",0.0336480341182326,"0",0
"JE _T_ 7.2",113,"JE_T_7.2","JE _ 7","JE",30.56791908,91.82542902,4.92,2.86826891604,7.2,0.582981487,2355.341,0,24.6351482613266,0,24.6351482613266,0,0,3030.791794,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1165.262401,27.2,19.67564387,2513.270869,665.0491688,13.17130655,1.49382628,"JE 47",0.0336480341182326,"0",0
"JE _T_ 7.3",114,"JE_T_7.3","JE _ 7","JE",31.71157487,92.24804429,4.96,2.89158817552,7.3,0.582981487,1650.2625,0,17.1213437027895,0,17.1213437027895,0,0,3420.802195,19,NA,0,0.4300514697468,0.0553590374818011,0,0,1157.712646,27.2,19.67564387,2513.270869,665.0491688,13.17130655,1.49382628,"JE 47",0.0336480341182326,"0",0
"JE _T_ 8.1",115,"JE_T_8.1","JE _ 8","JE",33.91644229,91.54407262,4.93,3.00890157459,8.1,0.610324863,3740.53,121.8789,37.2946396610832,1.21518331835039,38.5098229794336,5,0.0052,2756.359587,19,1.04,1.03450713009732,0.4300514697468,0.0553590374818011,0.444891311761897,4.44891311761897,549.7730939,5.4,8.976212763,2783.70199,476.6163486,13.56757801,0.661592862,"JE 47",0.0377403279828472,"1",1.69541616082693
"JE _T_ 8.2",116,"JE_T_8.2","JE _ 8","JE",34.13643076,92.74330459,5.13,3.13096654719,8.2,0.610324863,3199.641,0,30.6580183956769,0,30.6580183956769,0,0,3094.813105,19,NA,0,0.4300514697468,0.0553590374818011,0,0,997.1280054,5.4,8.976212763,2783.70199,476.6163486,13.56757801,0.661592862,"JE 47",0.0377403279828472,"0",0
"JE _T_ 8.3",117,"JE_T_8.3","JE _ 8","JE",35.01182868,93.59196867,4.93,3.00890157459,8.3,0.610324863,3602.214,0.35815,35.9155716200938,0.00357090444258353,35.9191425245363,20,0.0588,2525.651439,19,2.94,11.6978883172543,0.4300514697468,0.0553590374818011,5.03069406376914,50.3069406376914,640.1104459,5.4,8.976212763,2783.70199,476.6163486,13.56757801,0.661592862,"JE 47",0.0377403279828472,"1",3.93782603810687
"JE _T_ 9.1",118,"JE_T_9.1","JE _ 9","JE",27.09742631,96.66646582,5.05,2.8564671833,9.1,0.565637066,5050.4315,83.2358,53.0420744497968,0.87418263181837,53.9162570816152,0,0,4135.117989,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2642.101317,69.4,31.00167036,1340.509225,225.6148347,12.25949767,2.528787981,"JE 48",0.0277592696342746,"0",0
"JE _T_ 9.2",119,"JE_T_9.2","JE _ 9","JE",25.90557618,96.40947259,5.03,2.84515444198,9.2,0.565637066,2133.2745,21.9142,22.4937648570889,0.231068651423535,22.7248335085124,0,0,3934.702312,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2636.146194,69.4,31.00167036,1340.509225,225.6148347,12.25949767,2.528787981,"JE 48",0.0277592696342746,"0",0
"JE _T_ 9.3",120,"JE_T_9.3","JE _ 9","JE",27.91859485,97.56770633,5.06,2.86212355396,9.3,0.565637066,2442.5715,41.81485,25.6023695757699,0.438291875367981,26.0406614511379,0,0,4340.891523,19,NA,0,0.4300514697468,0.0553590374818011,0,0,2737.759923,69.4,31.00167036,1340.509225,225.6148347,12.25949767,2.528787981,"JE 48",0.0277592696342746,"0",0
"LEPP _T_ 1.1",121,"LEPP_T_1.1","LEPP _ 1","LEPP",30.18213435,18.73273344,5.14,2.99335862545333,1.1,0.582365491333333,1007.5275,10.65155,10.0976290455082,0.106751826287305,10.2043808717955,0,0,1710.224766,100,NA,0,0.454425978287862,0.081452926896707,0,0,445.3885663,5.6,9.136075405,1781.058043,390.883469,14.42300554,0.633437696,"LEPP 7",0.0180185055026783,"0",0
"LEPP _T_ 1.2",122,"LEPP_T_1.2","LEPP _ 1","LEPP",32.01151464,17.30195837,5.15,2.99918228036667,1.2,0.582365491333333,1141.6545,201.2822,11.4196576927671,2.01337079094164,13.4330284837087,0,0,1831.211971,100,NA,0,0.454425978287862,0.081452926896707,0,0,601.0312851,5.6,9.136075405,1781.058043,390.883469,14.42300554,0.633437696,"LEPP 7",0.0180185055026783,"0",0
"LEPP _T_ 1.3",123,"LEPP_T_1.3","LEPP _ 1","LEPP",30.86787159,17.72460812,5.12,2.98171131562667,1.3,0.582365491333333,1182.712,143.85665,11.8996630606216,1.44739012035877,13.3470531809803,0,0,1701.875985,100,NA,0,0.454425978287862,0.081452926896707,0,0,553.541538,5.6,9.136075405,1781.058043,390.883469,14.42300554,0.633437696,"LEPP 7",0.0180185055026783,"0",0
"LEPP _T_ 10.1",124,"LEPP_T_10.1","LEPP _ 10","LEPP",30.79249469,88.85118509,5.03,3.07779408979,10.1,0.611887493,1117.0815,176.6712,10.8884623279937,1.72205672159232,12.610519049586,0,0,2304.939534,100,NA,0,0.454425978287862,0.081452926896707,0,0,738.3684172,16.5,15.43675152,2630.423686,965.1150625,14.47743861,1.066262613,"LEPP 44",0,"0",0
"LEPP _T_ 10.2",125,"LEPP_T_10.2","LEPP _ 10","LEPP",31.49600026,89.84699237,5.01,3.06555633993,10.2,0.611887493,1810.647,13.60995,17.7192665789468,0.133189038048905,17.8524556169957,0,0,2455.660857,100,NA,0,0.454425978287862,0.081452926896707,0,0,850.2739664,16.5,15.43675152,2630.423686,965.1150625,14.47743861,1.066262613,"LEPP 44",0,"0",0
"LEPP _T_ 10.3",126,"LEPP_T_10.3","LEPP _ 10","LEPP",32.64695796,90.24929651,5.03,3.07779408979,10.3,0.611887493,1192.8485,90.6024,11.6269815185855,0.883123406148803,12.5101049247343,0,0,2662.431508,100,NA,0,0.454425978287862,0.081452926896707,0,0,1003.686286,16.5,15.43675152,2630.423686,965.1150625,14.47743861,1.066262613,"LEPP 44",0,"0",0
"LEPP _T_ 11.1",127,"LEPP_T_11.1","LEPP _ 11","LEPP",29.97438116,93.45652084,5.17,3.24000196212,11.1,0.626692836,1546.903,70.99705,14.3231672519219,0.657379694488319,14.9805469464103,0,0,2912.583162,100,NA,0,0.454425978287862,0.081452926896707,0,0,801.9523483,8.1,10.92868316,4004.647774,994.3291049,15.74830373,0.693959384,"LEPP 47",0,"0",0
"LEPP _T_ 11.2",128,"LEPP_T_11.2","LEPP _ 11","LEPP",32.24022632,93.96612388,4.92,3.08332875312,11.2,0.626692836,1312.1825,220.2306,12.7672000464324,2.14278739927246,14.9099874457049,2,0.0207,3137.383677,100,10.35,4.11813415250279,0.454425978287862,0.081452926896707,1.87138714097174,18.7138714097174,1362.262467,8.1,10.92868316,4004.647774,994.3291049,15.74830373,0.693959384,"LEPP 47",0,"1",2.98132252043194
"LEPP _T_ 11.3",129,"LEPP_T_11.3","LEPP _ 11","LEPP",31.18885052,93.34874137,5.03,3.15226496508,11.3,0.626692836,2009.5015,113.7073,19.1243584114351,1.08214856231587,20.206506973751,1,0.0068,2796.837879,100,6.8,1.35281701628111,0.454425978287862,0.081452926896707,0.61475519606801,6.1475519606801,985.0025225,8.1,10.92868316,4004.647774,994.3291049,15.74830373,0.693959384,"LEPP 47",0,"1",1.96676991495777
"LEPP _T_ 12.1",130,"LEPP_T_12.1","LEPP _ 12","LEPP",22.69329891,91.9259895,4.94,3.13188416112,12.1,0.633984648,1074.565,0,10.2931488974585,0,10.2931488974585,0,0,2239.230451,100,NA,0,0.454425978287862,0.081452926896707,0,0,647.3685602,8.3,11.05884353,2092.064687,563.61723,14.88237941,0.743083026,"LEPP 48",0,"0",0
"LEPP _T_ 12.2",131,"LEPP_T_12.2","LEPP _ 12","LEPP",23.65369127,91.17485785,5.09,3.22698185832,12.2,0.633984648,1022.2715,15.9353,9.50366204288677,0.148144309757255,9.65180635264402,0,0,2188.632636,100,NA,0,0.454425978287862,0.081452926896707,0,0,589.1595812,8.3,11.05884353,2092.064687,563.61723,14.88237941,0.743083026,"LEPP 48",0,"0",0
"LEPP _T_ 12.3",132,"LEPP_T_12.3","LEPP _ 12","LEPP",21.47525029,91.97993206,4.85,3.0748255428,12.3,0.633984648,1558.9925,137.3892,15.2105458826814,1.34045848866167,16.551004371343,0,0,2257.004581,100,NA,0,0.454425978287862,0.081452926896707,0,0,754.222977,8.3,11.05884353,2092.064687,563.61723,14.88237941,0.743083026,"LEPP 48",0,"0",0
"LEPP _T_ 13.1",133,"LEPP_T_13.1","LEPP _ 13","LEPP",31.91950424,108.7844297,5.09,2.96497755425,13.1,0.582510325,1487.7465,0,15.0531982732968,0,15.0531982732968,0,0,1081.013468,100,NA,0,0.454425978287862,0.081452926896707,0,0,116.5793719,6,9.447215541,1043.902217,91.50025655,13.04849391,0.72400812,"LEPP 57",0.0512932943875504,"0",0
"LEPP _T_ 13.2",134,"LEPP_T_13.2","LEPP _ 13","LEPP",33.52871649,110.4589999,4.86,2.8310001795,13.2,0.582510325,924.4914,0,9.79679980271086,0,9.79679980271086,0,0,614.3058085,100,NA,0,0.454425978287862,0.081452926896707,0,0,27.07335141,6,9.447215541,1043.902217,91.50025655,13.04849391,0.72400812,"LEPP 57",0.0512932943875504,"0",0
